region	虻田 (1355)	厚真 (1419)	平取 (1512)	千歳 (1411)	江部乙 (1325)	萩野 (1329)	日高 (1514)	穂別 (1446)	幌別 (1420)	幌満 (1398)	三石 (1392)	鵡川 (1478)	室蘭 (1413)	新冠 (1430)	貫気別 (1498)	荻伏 (1401)	長万部 (1403)	礼文 (1399)	様似 (1403)	沙流 (1604)	白老 (1329)	静内 (1420)	高江 (1430)	高島 (1124)	豊浦 (1284)	浦河 (1400)	有珠 (1349)	空念 (105)	八雲 (1499)	旭川 (1331)	近文 (1311)	名寄 (1301)	宗谷 (1284)	天塩 (1250)	網走 (1347)	阿寒 (1266)	足寄 (1119)	美幌 (1372)	広尾 (1114)	白人 (1131)	布伏内 (1462)	伏古 (1140)	春採 (1462)	北見 (1334)	釧路 (1478)	屈斜路 (1267)	芽室 (1137)	藻琴 (1347)	根室 (1415)	虹別 (1504)	帯広 (1140)	音更 (1134)	斜里 (1327)	白糠 (1464)	十勝 (1123)	塘路 (1473)	智来 (1480)	真岡 (1393)	ライチシカ (1595)	白主 (1280)	多蘭泊 (1257)	鵜城 (1568)	相浜 (1446)	内路 (1423)	新問 (1427)	落帆 (1246)	白浜 (1446)	白浦 (1474)	多来加 (1442)	富内 (1241)	弥満別 (1224)	千島 (1503)	幌筵 (1508)	占守 (1503)	択捉 (1190)	南千島 (1190)
宗谷 (1284)	0.623483	0.632017	0.638321	0.630809	0.675117	0.628507	0.636738	0.635157	0.625357	0.617716	0.618458	0.636399	0.624476	0.620637	0.633273	0.617927	0.618164	0.619137	0.617716	0.635615	0.628632	0.619786	0.620637	0.336367	0.613897	0.618131	0.621719	0.629730	0.631078	0.680600	0.373836	0.426942	1.000000	0.948182	0.654688	0.632571	0.339191	0.653384	0.618987	0.340773	0.620380	0.338618	0.619642	0.652228	0.624377	0.633349	0.338111	0.652625	0.594863	0.614638	0.340606	0.342565	0.646913	0.614284	0.331923	0.623490	0.484222	0.508002	0.487893	0.967246	0.712547	0.479925	0.492041	0.479697	0.479262	0.691506	0.492216	0.483551	0.476169	0.692183	0.723638	0.433337	0.432343	0.433337	0.292598	0.293615
天塩 (1250)	0.624933	0.636881	0.642713	0.639415	0.683649	0.634364	0.642226	0.640016	0.627529	0.622026	0.622552	0.641613	0.626404	0.625071	0.636990	0.623229	0.618795	0.620077	0.622026	0.641360	0.634518	0.624154	0.625071	0.337783	0.615583	0.622617	0.622659	0.613514	0.631863	0.686972	0.387648	0.437902	0.948182	1.000000	0.660674	0.638138	0.340589	0.660053	0.619748	0.340907	0.621540	0.341728	0.618139	0.660828	0.622197	0.638519	0.342095	0.658686	0.591769	0.617172	0.341653	0.342355	0.651703	0.613228	0.333498	0.621686	0.475233	0.493979	0.477711	0.928319	0.696034	0.473475	0.480750	0.476167	0.476237	0.677009	0.480883	0.473818	0.474371	0.677686	0.706586	0.430711	0.429696	0.430711	0.292533	0.295006
網走 (1347)	0.388307	0.403592	0.412412	0.402013	0.414569	0.401589	0.410958	0.409530	0.395179	0.704830	0.399825	0.408459	0.392656	0.400731	0.404061	0.702243	0.366870	0.367551	0.704153	0.411061	0.401931	0.399405	0.400731	0.466475	0.374999	0.702587	0.387480	0.389189	0.376875	0.423539	0.422863	0.451860	0.654688	0.660674	1.000000	0.937022	0.474123	0.980870	0.723752	0.454833	0.842178	0.449560	0.833229	0.972976	0.837964	0.941080	0.447103	0.991439	0.489068	0.845636	0.450382	0.452062	0.975107	0.750640	0.462742	0.840480	0.152899	0.160001	0.140944	0.644395	0.245746	0.137207	0.160040	0.147912	0.148584	0.233286	0.160062	0.153595	0.149158	0.232609	0.252197	0.132443	0.131485	0.132443	0.507780	0.518467
阿寒 (1266)	0.378065	0.391192	0.399473	0.388269	0.402253	0.389577	0.399480	0.394928	0.384317	0.699070	0.390624	0.395642	0.381674	0.391611	0.392177	0.695466	0.353691	0.355198	0.698392	0.399473	0.389994	0.390383	0.391611	0.460212	0.363492	0.695866	0.377515	0.372973	0.363087	0.409757	0.407728	0.426648	0.632571	0.638138	0.937022	1.000000	0.471597	0.948344	0.716687	0.446138	0.862010	0.439350	0.854948	0.944439	0.856301	0.987073	0.436142	0.940246	0.493700	0.888169	0.441644	0.442604	0.933151	0.767596	0.459715	0.857724	0.149683	0.154210	0.136858	0.622901	0.240580	0.133915	0.153580	0.143875	0.144455	0.226003	0.153605	0.150208	0.145179	0.226003	0.240501	0.131154	0.130169	0.131154	0.512392	0.525318
足寄 (1119)	0.421717	0.446587	0.455263	0.441136	0.421742	0.431961	0.454992	0.454404	0.429621	0.448948	0.446217	0.449599	0.426672	0.445981	0.449895	0.447970	0.409465	0.410618	0.448948	0.456615	0.432485	0.444727	0.445981	0.979952	0.406279	0.447393	0.421116	0.383784	0.420624	0.432977	0.727565	0.730685	0.339191	0.340589	0.474123	0.471597	1.000000	0.484836	0.592556	0.945118	0.467978	0.935406	0.445984	0.488995	0.450043	0.466367	0.932513	0.476462	0.394474	0.437070	0.937720	0.942130	0.468251	0.532807	0.968119	0.444348	0.151994	0.158577	0.141233	0.329718	0.232151	0.138293	0.157681	0.148764	0.149311	0.221012	0.157717	0.152379	0.151330	0.221012	0.233815	0.134652	0.133643	0.134652	0.668397	0.678711
美幌 (1372)	0.393353	0.408071	0.417750	0.406303	0.418819	0.405584	0.416250	0.414909	0.399713	0.710954	0.405261	0.412944	0.397102	0.406083	0.409568	0.708384	0.371703	0.371809	0.710277	0.416399	0.405961	0.404769	0.406083	0.474528	0.379330	0.708693	0.391870	0.389189	0.381654	0.427927	0.427250	0.450630	0.653384	0.660053	0.980870	0.948344	0.484836	1.000000	0.730214	0.462386	0.852158	0.457021	0.842396	0.985864	0.847131	0.951404	0.454389	0.983725	0.493074	0.852956	0.457866	0.459669	0.969662	0.758340	0.470550	0.849206	0.152833	0.159820	0.141004	0.642866	0.246244	0.137297	0.159093	0.147936	0.148575	0.232724	0.159119	0.153443	0.149846	0.232046	0.249923	0.132828	0.131857	0.132828	0.500803	0.513729
広尾 (1114)	0.715335	0.753609	0.767779	0.745962	0.698559	0.733182	0.768764	0.760908	0.726506	0.841540	0.784251	0.760500	0.723132	0.771063	0.766336	0.834339	0.705201	0.705568	0.840864	0.765747	0.733741	0.771168	0.771063	0.601427	0.704837	0.835300	0.716137	0.651351	0.713148	0.705257	0.410675	0.410272	0.618987	0.619748	0.723752	0.716687	0.592556	0.730214	1.000000	0.622050	0.701898	0.621678	0.701017	0.729367	0.703046	0.714031	0.619982	0.725863	0.657249	0.687771	0.624446	0.617875	0.721290	0.790753	0.601683	0.698155	0.441732	0.444774	0.431639	0.611564	0.521018	0.429543	0.444117	0.439344	0.142484	0.509303	0.444150	0.441973	0.440007	0.509303	0.520327	0.129807	0.128084	0.129807	0.337208	0.346510
白人 (1131)	0.435314	0.467078	0.482514	0.461330	0.426284	0.448101	0.480517	0.476757	0.441521	0.476325	0.472740	0.474016	0.439128	0.472394	0.477676	0.476052	0.421561	0.421504	0.476325	0.483866	0.448709	0.470601	0.472394	0.959776	0.419383	0.475384	0.434462	0.405405	0.433509	0.434664	0.728576	0.734970	0.340773	0.340907	0.454833	0.446138	0.945118	0.462386	0.622050	1.000000	0.435139	0.980598	0.430667	0.462459	0.434725	0.441729	0.975660	0.457023	0.378178	0.411323	0.983195	0.984951	0.449210	0.525130	0.956107	0.426040	0.152636	0.159582	0.143487	0.331465	0.234472	0.140610	0.157365	0.151040	0.151539	0.222318	0.157403	0.152934	0.151605	0.222318	0.234611	0.135567	0.134540	0.135567	0.650070	0.659505
布伏内 (1462)	0.370233	0.377340	0.387491	0.375372	0.381558	0.381604	0.388266	0.383374	0.376234	0.688154	0.382329	0.381974	0.373521	0.382931	0.380033	0.687066	0.353164	0.354757	0.688154	0.384786	0.382063	0.382447	0.382931	0.461658	0.356389	0.686142	0.369846	0.383784	0.359213	0.388385	0.386356	0.398294	0.620380	0.621540	0.842178	0.862010	0.467978	0.852158	0.701898	0.435139	1.000000	0.422254	0.962272	0.853648	0.967002	0.856142	0.419235	0.845022	0.562648	0.938638	0.424636	0.429434	0.837041	0.889425	0.466769	0.961364	0.147394	0.151062	0.134060	0.611367	0.229310	0.131158	0.151759	0.145127	0.145672	0.213044	0.151786	0.147846	0.145086	0.213044	0.229207	0.133535	0.132537	0.133535	0.434765	0.446902
伏古 (1140)	0.437366	0.474497	0.489884	0.468662	0.430254	0.449599	0.486308	0.484424	0.443528	0.477057	0.476394	0.481304	0.441024	0.476516	0.485226	0.477376	0.426058	0.426105	0.477057	0.491236	0.450239	0.474649	0.476516	0.947017	0.422684	0.476484	0.436427	0.400000	0.437202	0.439096	0.733008	0.739362	0.338618	0.341728	0.449560	0.439350	0.935406	0.457021	0.621678	0.980598	0.422254	1.000000	0.420887	0.456624	0.422917	0.435089	0.990511	0.451656	0.369447	0.402442	0.991920	0.984755	0.444302	0.511577	0.941831	0.415305	0.152146	0.159827	0.144986	0.328509	0.234733	0.142097	0.156190	0.151817	0.152317	0.223169	0.156230	0.152425	0.153029	0.223169	0.234108	0.136186	0.135157	0.136186	0.646289	0.655477
春採 (1462)	0.370438	0.376811	0.389194	0.374146	0.378821	0.379779	0.388953	0.382526	0.376034	0.687384	0.379877	0.383749	0.373510	0.382037	0.380828	0.683535	0.355198	0.354586	0.687384	0.386488	0.380196	0.380955	0.382037	0.442855	0.356833	0.684271	0.369631	0.383784	0.360853	0.384886	0.381504	0.393498	0.619642	0.618139	0.833229	0.854948	0.445984	0.842396	0.701017	0.430667	0.962272	0.420887	1.000000	0.842560	0.987162	0.851205	0.418079	0.836105	0.573319	0.940921	0.421224	0.425360	0.833793	0.889003	0.450129	0.975566	0.147587	0.150246	0.137197	0.610381	0.230457	0.134358	0.151163	0.146389	0.146232	0.214944	0.151183	0.148054	0.146448	0.214944	0.229463	0.135607	0.134611	0.135607	0.436145	0.448242
北見 (1334)	0.393537	0.408656	0.418278	0.406878	0.418718	0.406512	0.419367	0.415621	0.399840	0.710191	0.406773	0.413433	0.397142	0.409081	0.410177	0.707800	0.371657	0.371855	0.709514	0.416926	0.406911	0.407745	0.409081	0.478186	0.379417	0.708027	0.391966	0.389189	0.381492	0.428266	0.428942	0.449647	0.652228	0.660828	0.972976	0.944439	0.488995	0.985864	0.729367	0.462459	0.853648	0.456624	0.842560	1.000000	0.847972	0.945262	0.454725	0.974990	0.488569	0.849852	0.458129	0.460104	0.961444	0.760134	0.473399	0.849096	0.152924	0.160002	0.141730	0.641410	0.245106	0.138010	0.159805	0.147224	0.147858	0.232029	0.159837	0.153483	0.149085	0.231352	0.248500	0.131299	0.130320	0.131299	0.497502	0.509668
釧路 (1478)	0.671790	0.676811	0.690547	0.674822	0.680174	0.681806	0.690982	0.683202	0.679413	0.690767	0.679877	0.684425	0.676889	0.682718	0.682857	0.686917	0.655874	0.655937	0.690767	0.687841	0.682223	0.680955	0.682718	0.446913	0.657509	0.687654	0.670982	0.678378	0.663556	0.686239	0.384210	0.398904	0.624377	0.622197	0.837964	0.856301	0.450043	0.847131	0.703046	0.434725	0.967002	0.422917	0.987162	0.847972	1.000000	0.852558	0.419432	0.840840	0.876022	0.941597	0.425283	0.429418	0.837176	0.895084	0.452159	0.982323	0.446235	0.448219	0.435170	0.615116	0.527754	0.432331	0.450487	0.444362	0.146908	0.512235	0.450507	0.446703	0.444421	0.512235	0.527431	0.136282	0.135286	0.136282	0.438851	0.450948
屈斜路 (1267)	0.375976	0.389804	0.397909	0.387726	0.399182	0.389264	0.397947	0.393353	0.382089	0.696720	0.388289	0.394237	0.379520	0.389358	0.390470	0.693092	0.351774	0.353200	0.696043	0.397909	0.389652	0.388118	0.389358	0.455336	0.361433	0.693527	0.375409	0.378378	0.361893	0.407405	0.406052	0.426688	0.633349	0.638519	0.941080	0.987073	0.466367	0.951404	0.714031	0.441729	0.856142	0.435089	0.851205	0.945262	0.852558	1.000000	0.432077	0.944669	0.495868	0.893730	0.437355	0.438243	0.939970	0.763143	0.454941	0.856482	0.150670	0.153195	0.137126	0.624505	0.240230	0.134174	0.153996	0.144188	0.144784	0.225201	0.154017	0.150572	0.144838	0.225201	0.241889	0.131367	0.130392	0.131367	0.514389	0.528035
芽室 (1137)	0.437397	0.476622	0.491430	0.470607	0.430948	0.450534	0.488364	0.486797	0.443633	0.476357	0.477825	0.482707	0.441026	0.479008	0.486959	0.477883	0.426544	0.426689	0.476357	0.492106	0.451208	0.476404	0.479008	0.943248	0.423330	0.476790	0.436435	0.400000	0.437596	0.439318	0.733906	0.739680	0.338111	0.342095	0.447103	0.436142	0.932513	0.454389	0.619982	0.975660	0.419235	0.990511	0.418079	0.454725	0.419432	0.432077	1.000000	0.449121	0.366820	0.399474	0.986539	0.980789	0.441714	0.507762	0.938153	0.412038	0.152158	0.159177	0.144994	0.327930	0.234092	0.142102	0.156168	0.151792	0.152288	0.223106	0.156210	0.152414	0.153661	0.223106	0.233319	0.135427	0.134395	0.135427	0.645124	0.654053
藻琴 (1347)	0.389069	0.405204	0.414117	0.403552	0.413131	0.402450	0.412685	0.411186	0.396031	0.706789	0.401698	0.410108	0.393505	0.402529	0.405803	0.704147	0.367632	0.368319	0.706112	0.412766	0.402798	0.401216	0.402529	0.468764	0.375782	0.704505	0.388284	0.389189	0.377659	0.421994	0.421317	0.449813	0.652625	0.658686	0.991439	0.940246	0.476462	0.983725	0.725863	0.457023	0.845022	0.451656	0.836105	0.974990	0.840840	0.944669	0.449121	1.000000	0.491546	0.848933	0.452491	0.454160	0.977811	0.753372	0.465192	0.843546	0.152513	0.159515	0.140638	0.642366	0.245246	0.136921	0.159582	0.147630	0.148290	0.232712	0.159603	0.153193	0.148895	0.232035	0.250115	0.132398	0.131438	0.132398	0.506364	0.519954
根室 (1415)	0.630786	0.636341	0.649215	0.636451	0.645033	0.639697	0.648341	0.642635	0.637799	0.648551	0.640091	0.643821	0.635608	0.639483	0.640238	0.644944	0.623773	0.624134	0.648551	0.645833	0.639985	0.637625	0.639483	0.389673	0.621384	0.645044	0.630590	0.624324	0.628994	0.650979	0.351655	0.367196	0.594863	0.591769	0.489068	0.493700	0.394474	0.493074	0.657249	0.378178	0.562648	0.369447	0.573319	0.488569	0.876022	0.495868	0.366820	0.491546	1.000000	0.568562	0.370320	0.373916	0.498601	0.790441	0.390395	0.880993	0.429274	0.431616	0.420375	0.587799	0.508341	0.418256	0.434403	0.431942	0.134513	0.495585	0.434403	0.429935	0.432887	0.495585	0.510148	0.125213	0.124265	0.125213	0.517617	0.535571
虹別 (1504)	0.360831	0.368369	0.376591	0.366963	0.370105	0.372049	0.377507	0.371708	0.366426	0.677804	0.367806	0.372978	0.363996	0.370005	0.368614	0.673827	0.340373	0.341658	0.677804	0.375238	0.372404	0.368806	0.370005	0.427477	0.345784	0.673744	0.360436	0.383784	0.347318	0.376953	0.376953	0.390511	0.614638	0.617172	0.845636	0.888169	0.437070	0.852956	0.687771	0.411323	0.938638	0.402442	0.940921	0.849852	0.941597	0.893730	0.399474	0.848933	0.568562	1.000000	0.404713	0.407292	0.850000	0.850197	0.429101	0.950317	0.147754	0.150645	0.135096	0.606903	0.230859	0.132200	0.150332	0.145698	0.145601	0.212562	0.150345	0.147690	0.146453	0.212562	0.229674	0.134923	0.133956	0.134923	0.456417	0.471533
帯広 (1140)	0.439864	0.474863	0.490242	0.469050	0.430699	0.452068	0.487367	0.484754	0.446020	0.479002	0.476194	0.481681	0.443531	0.476260	0.485557	0.479242	0.425887	0.425920	0.479002	0.491593	0.452703	0.474402	0.476260	0.949489	0.423841	0.478381	0.438930	0.400000	0.438397	0.439597	0.733509	0.740634	0.340606	0.341653	0.450382	0.441644	0.937720	0.457866	0.624446	0.983195	0.424636	0.991920	0.421224	0.458129	0.425283	0.437355	0.986539	0.452491	0.370320	0.404713	1.000000	0.986845	0.445153	0.513997	0.944339	0.416954	0.152137	0.159814	0.144979	0.330510	0.234719	0.142091	0.156861	0.151816	0.152316	0.223169	0.156901	0.152420	0.153031	0.223169	0.234113	0.136873	0.135844	0.136873	0.647036	0.656263
音更 (1134)	0.437737	0.469792	0.484154	0.464172	0.430167	0.449726	0.481807	0.479663	0.443661	0.473349	0.470724	0.476430	0.441160	0.470395	0.479403	0.473675	0.424376	0.424415	0.473349	0.485505	0.450354	0.469167	0.470395	0.955370	0.421638	0.472796	0.436681	0.400000	0.436819	0.440105	0.734017	0.738982	0.342565	0.342355	0.452062	0.442604	0.942130	0.459669	0.617875	0.984951	0.429434	0.984755	0.425360	0.460104	0.429418	0.438243	0.980789	0.454160	0.373916	0.407292	0.986845	1.000000	0.446610	0.518080	0.947438	0.421319	0.152427	0.160176	0.143861	0.332393	0.235092	0.140959	0.157193	0.150679	0.151187	0.222890	0.157234	0.152717	0.151881	0.222890	0.234594	0.135578	0.134552	0.135578	0.647259	0.656553
斜里 (1327)	0.383074	0.399539	0.407230	0.396492	0.406995	0.397812	0.405949	0.404044	0.389515	0.701424	0.395978	0.404586	0.387093	0.396625	0.398827	0.697865	0.362600	0.362503	0.700747	0.406554	0.398138	0.396027	0.396625	0.461278	0.369929	0.698330	0.382439	0.389189	0.372795	0.414510	0.415186	0.442191	0.646913	0.651703	0.975107	0.933151	0.468251	0.969662	0.721290	0.449210	0.837041	0.444302	0.833793	0.961444	0.837176	0.939970	0.441714	0.977811	0.498601	0.850000	0.445153	0.446610	1.000000	0.747810	0.458603	0.843670	0.151147	0.157852	0.140810	0.637117	0.244868	0.137142	0.156826	0.146617	0.147266	0.229829	0.156838	0.151200	0.148662	0.229152	0.248374	0.131946	0.130997	0.131946	0.511172	0.526465
白糠 (1464)	0.683439	0.696177	0.709487	0.693951	0.677476	0.695139	0.709861	0.702847	0.689860	0.712377	0.703076	0.703126	0.687213	0.704466	0.703376	0.710697	0.670617	0.671487	0.712377	0.707458	0.695599	0.704078	0.704466	0.539542	0.669765	0.710660	0.683299	0.667568	0.677518	0.686188	0.386188	0.389749	0.614284	0.613228	0.750640	0.767596	0.532807	0.758340	0.790753	0.525130	0.889425	0.511577	0.889003	0.760134	0.895084	0.763143	0.507762	0.753372	0.790441	0.850197	0.513997	0.518080	0.747810	1.000000	0.551263	0.884574	0.449740	0.452483	0.435929	0.606158	0.523260	0.433077	0.453948	0.445037	0.147578	0.506866	0.453974	0.450163	0.445045	0.506866	0.520685	0.139452	0.137771	0.139452	0.363065	0.374994
十勝 (1123)	0.419735	0.447094	0.457428	0.442448	0.411594	0.433319	0.457694	0.454880	0.427083	0.455305	0.451032	0.451364	0.424245	0.450334	0.452125	0.454722	0.406488	0.407555	0.455305	0.458780	0.433848	0.449954	0.450334	0.980317	0.404613	0.453790	0.419595	0.378378	0.417965	0.420624	0.715889	0.721235	0.331923	0.333498	0.462742	0.459715	0.968119	0.470550	0.601683	0.956107	0.466769	0.941831	0.450129	0.473399	0.452159	0.454941	0.938153	0.465192	0.390395	0.429101	0.944339	0.947438	0.458603	0.551263	1.000000	0.443144	0.150486	0.156008	0.140021	0.324212	0.228167	0.137157	0.155966	0.146322	0.146828	0.217609	0.155998	0.150845	0.148297	0.217609	0.229989	0.133096	0.132079	0.133096	0.660294	0.671213
塘路 (1473)	0.668344	0.672657	0.685375	0.670926	0.677042	0.677995	0.685732	0.678210	0.674329	0.686621	0.675429	0.680146	0.671856	0.677218	0.676874	0.682315	0.651859	0.651856	0.686621	0.682669	0.678383	0.676086	0.677218	0.439956	0.654034	0.682322	0.667433	0.672973	0.658179	0.683433	0.383433	0.398359	0.623490	0.621686	0.840480	0.857724	0.444348	0.849206	0.698155	0.426040	0.961364	0.415305	0.975566	0.849096	0.982323	0.856482	0.412038	0.843546	0.880993	0.950317	0.416954	0.421319	0.843670	0.884574	0.443144	1.000000	0.446044	0.448765	0.435582	0.614319	0.528296	0.432728	0.449745	0.443460	0.146026	0.513011	0.449762	0.446568	0.444212	0.513011	0.527718	0.136558	0.135574	0.136558	0.439857	0.453629
智来 (1480)	0.451245	0.448855	0.452407	0.449905	0.454811	0.451296	0.449286	0.451091	0.450122	0.439951	0.443825	0.450415	0.449723	0.444175	0.448540	0.440340	0.448780	0.449182	0.439951	0.451731	0.451347	0.444100	0.444175	0.151193	0.445838	0.440121	0.450389	0.429730	0.453898	0.455736	0.160466	0.165073	0.484222	0.475233	0.152899	0.149683	0.151994	0.152833	0.441732	0.152636	0.147394	0.152146	0.147587	0.152924	0.446235	0.150670	0.152158	0.152513	0.429274	0.147754	0.152137	0.152427	0.151147	0.449740	0.150486	0.446044	1.000000	0.874105	0.843330	0.495916	0.649922	0.832772	0.913629	0.796198	0.796220	0.654681	0.914507	0.974188	0.783041	0.655358	0.612357	0.602359	0.604782	0.602359	0.125721	0.126043
真岡 (1393)	0.457327	0.454395	0.457154	0.455528	0.461407	0.455932	0.453257	0.456689	0.455977	0.441566	0.448281	0.455842	0.455476	0.449395	0.454685	0.442050	0.453206	0.453723	0.441566	0.456479	0.455998	0.449302	0.449395	0.157590	0.449729	0.441779	0.456278	0.418919	0.459457	0.462609	0.164636	0.175034	0.508002	0.493979	0.160001	0.154210	0.158577	0.159820	0.444774	0.159582	0.151062	0.159827	0.150246	0.160002	0.448219	0.153195	0.159177	0.159515	0.431616	0.150645	0.159814	0.160176	0.157852	0.452483	0.156008	0.448765	0.874105	1.000000	0.798781	0.524760	0.751694	0.787585	0.887560	0.771604	0.771225	0.694128	0.889531	0.878381	0.761077	0.692775	0.674379	0.591767	0.593510	0.591767	0.127648	0.128086
ライチシカ (1595)	0.442979	0.443855	0.446815	0.443495	0.454429	0.443779	0.444447	0.444691	0.443382	0.429933	0.437076	0.446176	0.443061	0.438727	0.441558	0.429577	0.445474	0.445786	0.429933	0.448167	0.443817	0.438664	0.438727	0.140585	0.436350	0.429396	0.442272	0.418919	0.454135	0.456490	0.157842	0.162356	0.487893	0.477711	0.140944	0.136858	0.141233	0.141004	0.431639	0.143487	0.134060	0.144986	0.137197	0.141730	0.435170	0.137126	0.144994	0.140638	0.420375	0.135096	0.144979	0.143861	0.140810	0.435929	0.140021	0.435582	0.843330	0.798781	1.000000	0.493415	0.581097	0.953505	0.801946	0.864659	0.863279	0.574784	0.802592	0.835483	0.848490	0.574107	0.541886	0.566220	0.566609	0.566220	0.119340	0.119189
白主 (1280)	0.615290	0.623697	0.630206	0.623018	0.663217	0.622474	0.628759	0.626798	0.617466	0.610957	0.611458	0.628242	0.616715	0.612805	0.625127	0.611015	0.609040	0.609853	0.610957	0.627500	0.622580	0.612664	0.612805	0.327681	0.605927	0.610614	0.613781	0.629730	0.622224	0.667112	0.361701	0.409255	0.967246	0.928319	0.644395	0.622901	0.329718	0.642866	0.611564	0.331465	0.611367	0.328509	0.610381	0.641410	0.615116	0.624505	0.327930	0.642366	0.587799	0.606903	0.330510	0.332393	0.637117	0.606158	0.324212	0.614319	0.495916	0.524760	0.493415	1.000000	0.731137	0.487146	0.503941	0.488051	0.487768	0.705512	0.504163	0.495295	0.483480	0.706189	0.740836	0.439139	0.438158	0.439139	0.285873	0.286846
多蘭泊 (1257)	0.526795	0.532037	0.536792	0.532519	0.552083	0.534139	0.532875	0.534334	0.527415	0.521193	0.525667	0.535488	0.526897	0.526805	0.532299	0.521023	0.517899	0.517760	0.521193	0.536792	0.534207	0.526707	0.526805	0.230466	0.515791	0.520741	0.525706	0.532432	0.526808	0.553311	0.254663	0.275269	0.712547	0.696034	0.245746	0.240580	0.232151	0.246244	0.521018	0.234472	0.229310	0.234733	0.230457	0.245106	0.527754	0.240230	0.234092	0.245246	0.508341	0.230859	0.234719	0.235092	0.244868	0.523260	0.228167	0.528296	0.649922	0.751694	0.581097	0.731137	1.000000	0.572132	0.669135	0.573100	0.573300	0.868181	0.671041	0.654756	0.565508	0.868181	0.853700	0.497819	0.500233	0.497819	0.205427	0.206031
鵜城 (1568)	0.440118	0.440982	0.443293	0.440603	0.450676	0.441622	0.440946	0.441809	0.439225	0.428529	0.434960	0.442651	0.438924	0.435912	0.438027	0.428152	0.443345	0.442962	0.428529	0.443293	0.441657	0.436534	0.435912	0.137682	0.433523	0.427983	0.439453	0.418919	0.452053	0.451340	0.154718	0.156346	0.479925	0.473475	0.137207	0.133915	0.138293	0.137297	0.429543	0.140610	0.131158	0.142097	0.134358	0.138010	0.432331	0.134174	0.142102	0.136921	0.418256	0.132200	0.142091	0.140959	0.137142	0.433077	0.137157	0.432728	0.832772	0.787585	0.953505	0.487146	0.572132	1.000000	0.789779	0.882091	0.880556	0.561751	0.790405	0.825656	0.865761	0.562428	0.532872	0.571755	0.567417	0.571755	0.117354	0.117079
相浜 (1446)	0.457876	0.452456	0.456030	0.454149	0.458868	0.457355	0.453545	0.454779	0.456767	0.442202	0.445388	0.453983	0.456304	0.446400	0.452224	0.441917	0.457247	0.457730	0.442202	0.456705	0.457424	0.446326	0.446400	0.156725	0.452404	0.441684	0.456976	0.435135	0.461616	0.460092	0.162794	0.170658	0.492041	0.480750	0.160040	0.153580	0.157681	0.159093	0.444117	0.157365	0.151759	0.156190	0.151163	0.159805	0.450487	0.153996	0.156168	0.159582	0.434403	0.150332	0.156861	0.157193	0.156826	0.453948	0.155966	0.449745	0.913629	0.887560	0.801946	0.503941	0.669135	0.789779	1.000000	0.769917	0.770185	0.698651	0.993606	0.926080	0.759064	0.699327	0.634786	0.592614	0.593041	0.592614	0.133877	0.134288
内路 (1423)	0.450706	0.451113	0.454848	0.449993	0.455924	0.452340	0.451845	0.452653	0.451285	0.438942	0.446042	0.452811	0.450983	0.446938	0.450281	0.439872	0.453251	0.453554	0.438942	0.454173	0.452382	0.446209	0.446938	0.148138	0.444814	0.440395	0.450099	0.413514	0.459304	0.456667	0.158694	0.166302	0.479697	0.476167	0.147912	0.143875	0.148764	0.147936	0.439344	0.151040	0.145127	0.151817	0.146389	0.147224	0.444362	0.144188	0.151792	0.147630	0.431942	0.145698	0.151816	0.150679	0.146617	0.445037	0.146322	0.443460	0.796198	0.771604	0.864659	0.488051	0.573100	0.882091	0.769917	1.000000	0.986203	0.556568	0.770426	0.793144	0.962576	0.556568	0.527900	0.609367	0.605078	0.609367	0.128585	0.127160
新問 (1427)	0.152460	0.153584	0.156639	0.152465	0.158497	0.154096	0.153625	0.155135	0.153025	0.142062	0.147822	0.155272	0.152711	0.148720	0.152081	0.142997	0.154968	0.155286	0.142062	0.155963	0.154142	0.147991	0.148720	0.148658	0.146551	0.143516	0.151836	0.135135	0.161000	0.159283	0.159283	0.165643	0.479262	0.476237	0.148584	0.144455	0.149311	0.148575	0.142484	0.151539	0.145672	0.152317	0.146232	0.147858	0.146908	0.144784	0.152288	0.148290	0.134513	0.145601	0.152316	0.151187	0.147266	0.147578	0.146828	0.146026	0.796220	0.771225	0.863279	0.487768	0.573300	0.880556	0.770185	0.986203	1.000000	0.555717	0.770665	0.793686	0.960485	0.555717	0.526664	0.610070	0.605787	0.610070	0.129207	0.127783
落帆 (1246)	0.512266	0.517494	0.521764	0.518480	0.538165	0.517948	0.518533	0.520617	0.513848	0.507884	0.514173	0.519646	0.513296	0.515178	0.520066	0.508296	0.509340	0.509936	0.507884	0.522442	0.518041	0.515102	0.515178	0.219149	0.506682	0.508038	0.511287	0.543243	0.513603	0.541177	0.241854	0.264705	0.691506	0.677009	0.233286	0.226003	0.221012	0.232724	0.509303	0.222318	0.213044	0.223169	0.214944	0.232029	0.512235	0.225201	0.223106	0.232712	0.495585	0.212562	0.223169	0.222890	0.229829	0.506866	0.217609	0.513011	0.654681	0.694128	0.574784	0.705512	0.868181	0.561751	0.698651	0.556568	0.555717	1.000000	0.697265	0.665621	0.547556	0.994589	0.923486	0.189093	0.192242	0.189093	0.200952	0.201202
